"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 21:50:28 CEST 2024","Thu Jul 11 21:50:33 CEST 2024","4441","chromium","mainPageNotLoggedIn.spec.ts","Main page related to products browsing suite","","","given not logged in user when accesing the main page then doesnt see authenticated only buttons",""
